歌曲ID,歌曲名称,歌手,抓取时间,评论总数,积极评论数,消极评论数,中立评论数,积极评论占比,消极评论占比,中立评论占比,高频字眼,最高点赞量,平均点赞量,Top1评论预览,Top1点赞数
3319386558,Away,Geebar,2025-11-23 17:25:42,30,17,7,6,0.5667,0.2333,0.2,听到，另外，一首，就要，就算,120,9.0,怎么没有钟的滴答声和打字声了，这是阉割版，我不接受！[怒][怒][怒]...,120
3317684247,茧,陈麒名,2025-11-23 17:25:50,29,18,4,7,0.6207,0.1379,0.2414,终于，歌词，不同，流泪，因为,44,3.6,因为一个月前偶然听到你的歌 歌词共鸣 就去搜你其他歌听 也偶然在几天前刷到广州巡演 就买了票 昨晚看...,44
3316819963,Love Machine,永彬Ryan.B/KUAN,2025-11-23 17:26:01,26,12,5,9,0.4615,0.1923,0.3462,心动，新歌，郑州，前排，啊啊啊,57,2.4,爱的machine猪蹄，你爱吗？...,57
3318140093,云山寄雪,代号鸢,2025-11-23 17:26:10,38,21,12,5,0.5526,0.3158,0.1316,姬晋，左慈，好听，哭哭，视角,440,32.0,哪个天才想出来的让左慈和姬晋和声的，赏9999白金币。...,440
3318078660,Theoretical Simulation,塞壬唱片-MSR/SKa2or,2025-11-23 17:26:21,40,28,8,4,0.7,0.2,0.1,海猫，小时候，活动，队友，喜欢,855,82.2,海猫小时候DPS太高当了学习委员，同学没完成的作业都要他写...,855
3318407144,一万零一遍,柒伍肆/唐金金金,2025-11-23 17:26:30,27,17,1,9,0.6296,0.037,0.3333,红心，亲吻，支持，爆笑，加油,14,1.1,唐武王驾到...,14
3316862973,悲伤像指纹一样独特,恋愛幸运星,2025-11-23 17:26:38,26,15,5,6,0.5769,0.1923,0.2308,苦涩，泪水，幸福，前奏，如果,31,1.5,她说苦涩的泪水是幸福的前奏...,31
3315417070,悲伤海,小灵忧/口古口古,2025-11-23 17:26:49,30,15,9,6,0.5,0.3,0.2,取消，好听，喜欢，马赫，感谢,145,10.7,感谢各位的支持！感谢咕咕，感谢龙龙哥！！...,145
3317437154,心情歌,Hogee,2025-11-23 17:26:58,25,10,5,10,0.4,0.2,0.4,终于，等到，啊啊啊，好听，打倒,2,0.2,一切能打倒我的，都能打倒我🫡...,2
3315583424,弱小的我啊,鹿先森乐队,2025-11-23 17:27:08,26,17,4,5,0.6538,0.1538,0.1923,不是，弱小，喜番，喜欢，好听,49,2.4,谁还曾经不是个弱小的我呢...,49
3317286033,寻梦与冥誓,黄诗扶,2025-11-23 17:27:18,40,28,9,3,0.7,0.225,0.075,一拜天地，感觉，像是，杜丽娘，牡丹亭,433,33.4,兜兜转转数年 这首曲子回到了作曲妈妈的怀抱🥹...,433
2757905742,天蝎座INFP,XMASwu(吴骜),2025-11-23 17:27:27,39,23,9,7,0.5897,0.2308,0.1795,infp，天蝎，喜欢，生日快乐，天蝎座,1149,39.6,祝我生日快乐，也祝天蝎月的朋友生日快乐[蛋糕][礼物]...,1149
3312968860,颗秒funk/phonk,漂移的面包车（Drifting Van）,2025-11-23 17:27:37,40,20,12,8,0.5,0.3,0.2,世界，奶奶，检查，昆明，所有人,1009,171.8,所有人打出km让我检查检查😋...,1009
3319399862,黄河北路,罗景太DOUBLE/苏哲畅,2025-11-23 17:27:46,37,20,11,6,0.5405,0.2973,0.1622,黄河，北路，喜欢，终于，好听,233,18.8,有个叫罗景太的在黄河北路，从来没有一秒钟放弃过他的梦，没有一秒怠慢他的理想，举头三尺有神明，它会听见...,233
3316847026,断尾,银临,2025-11-23 17:27:56,40,25,5,10,0.625,0.125,0.25,断尾，临姐，爆笑，一直，多多,477,38.2,今年4月邀约鱼老师创作的断尾，作为粼粼的第二首，演出前一天才发。大家猜猜明天演唱会会不会有帅帅的首唱...,477
3317947112,Holy Broadcaster,花墙FancyWall,2025-11-23 17:28:06,32,13,11,8,0.4062,0.3438,0.25,花墙，乐队，劳模，yyt，生产队,168,12.8,我的天呢 生产队的驴都不这么努力…24年到现在《转子心》巡演32城➕不计其数的拼盘➕音乐节➕海外演出...,168
3316900419,患失病,陈壹千,2025-11-23 17:28:14,25,10,9,6,0.4,0.36,0.24,好听，我怕，自己，影响，靠近,3,0.5,太靠近反而会失去...,3
3317628220,我想要的只有我能够,温格华生,2025-11-23 17:28:24,31,18,6,7,0.5806,0.1935,0.2258,自己，哭哭，终于，只有，想要,17,3.0,看简介是下半专的先行曲？快快端上来罢...,17
2754263644,左耳钉,伍六七,2025-11-23 17:28:34,40,22,9,9,0.55,0.225,0.225,就算，对得起，网友，对不起，一样,561,42.0,歌我还在听，你就算了...,561
3316904220,梧桐,翔屿/听潮阁,2025-11-23 17:28:43,40,23,17,0,0.575,0.425,0.0,翔屿，小孩，世界，下手，轻点,263,31.1,始终坚信屿宝的未来必是光明璀璨的，那一天或许就在不远的前方，我满心期待着它到来；而他的歌更让我心动—...,263
3312399255,致命爱人,AK刘彰,2025-11-23 17:28:52,40,35,0,5,0.875,0.0,0.125,项圈，致命，爱人，刘彰，互相,96,9.6,小刘走啦...,96
3315209589,街头流行,艾洛樱Aluvin/Top Barry,2025-11-23 17:29:00,40,20,10,10,0.5,0.25,0.25,没有，兄弟，因为，barry，一直,1577,110.2,可能我一个人的verse不能更好的帮助我觉得走得起的兄弟 所以我让这张专辑的出品是indecompa...,1577
3315605189,天海一心,周深/单依纯,2025-11-23 17:29:09,40,29,4,7,0.725,0.1,0.175,的话，就要，周深，声音，一样,1365,243.6,周深好好听啊，声音像水晶一样清澈...,1365
3317670133,rain rain,Yaka/99 God,2025-11-23 17:29:19,35,14,7,14,0.4,0.2,0.4,雨下，整夜，五岁，自己，音乐,348,18.0,五岁的时候我就知道自己是音乐上的皇帝...,348
3319017721,冬日爱winterluv,两条腿Leggy/ZenithILuvYou,2025-11-23 17:29:27,26,12,7,7,0.4615,0.2692,0.2692,冬天，好听，luv，不是，我俩,13,1.4,旋律是好听，但是感觉是不是人声小了点...,13
3316584402,回声,杭异凡/王栎鑫/法老,2025-11-23 17:29:37,40,27,6,7,0.675,0.15,0.175,法老，王栎鑫，哭哭，脚下，土地,805,109.5,红色从来不应该成为这群未成年孩子对法老对活死人的抹黑依据 从小李早年的天府事变 到杨和苏 她 满江红...,805
3317691642,花烛夜,杨默依Moi,2025-11-23 17:29:46,25,12,6,7,0.48,0.24,0.28,魔芋，流泪，好听，这首，moi,0,0.0,[流泪][流泪][流泪]...,0
3315527773,偷偷做个梦,穆祉丞,2025-11-23 17:29:59,67,40,10,17,0.597,0.1493,0.2537,璀璨，星途，up，好听，偷偷,12974,1897.5,下次接这首歌你们再唱不出来我真的会生气[怒]...,12974
2735568414,空白（Void）,Pank/罗凯元,2025-11-23 17:30:08,40,26,9,5,0.65,0.225,0.125,想要，徽章，喜欢，随手，不能,4445,605.1,果然喜欢沉溺底牌梦时的也喜欢这首歌[哭哭][哭哭][哭哭]...,4445
3317216339,年少成名,江辰,2025-11-23 17:30:18,40,25,3,12,0.625,0.075,0.3,年少，成名，认识，黑眼圈，宝宝,946,38.6,都怪我年少成名...,946
3318009832,Clap Back,K.A咔咔/李治良,2025-11-23 17:30:27,38,26,3,9,0.6842,0.0789,0.2368,李治良，棒棒，好听，恶评，荔枝,85,10.9,李治良你好强啊，怎么什么都会，多才多艺[超好听]我们四士同堂缺一不可，不要理会恶评，你对团队甚至于说...,85
3317952155,辞家千里又千里,沼沼,2025-11-23 17:30:38,27,20,4,3,0.7407,0.1481,0.1111,千里，一定，就是，争气，辞家,136,9.7,留学听到这首歌哭成狗了[哭哭]...,136
3318030832,炙热,DaZy,2025-11-23 17:30:47,25,12,6,7,0.48,0.24,0.28,加油，心动，不错，好听，天下,1,0.1,天下谁人不识君...,1
3318068806,黑土匪,一枚子安,2025-11-23 17:30:56,26,11,7,8,0.4231,0.2692,0.3077,好听，这歌，心动，超绝，兄弟,109,6.0,666这歌好听...,109
3319072810,于天明之前,战双帕弥什/庞雪倩,2025-11-23 17:31:06,28,25,1,2,0.8929,0.0357,0.0714,六周年，快乐，战双，游戏，越来越,51,3.0,从初二开始玩 我现在都大一了，期间真的是卸了下下了卸，当时事情多玩的有点累，不玩又舍不得，现在总算有...,51
2755710644,左转灯 (1000 Times +1),派伟俊/mac ova seas,2025-11-23 17:31:18,40,20,12,8,0.5,0.3,0.2,复制，出来，感觉，赞好，高级,28973,2990.8,支持换回原名的右边👉🏻...,28973
2740858325,Star Crossing Night (feat. GALI),徐明浩/GALI,2025-11-23 17:31:27,40,23,7,10,0.575,0.175,0.25,徐明浩，好听，天天开心，魅一笑，感觉,43058,6725.4,咋这么好听… 之前抖音上火的歌感觉只有那一段好听 但这首从头到尾都好听...,43058
3315584689,造物 (Live),希林娜依高,2025-11-23 17:31:37,40,30,3,7,0.75,0.075,0.175,版本，周深，好听，心动，希林,256,19.8,不相上下，不同感觉，不同味道但我更喜欢这个版本...,256
3316889618,苦糖,王笠人/郭静,2025-11-23 17:31:45,25,15,6,4,0.6,0.24,0.16,哭哭，心动，生活，一样，喜欢,3,0.8,糖哪有苦的 你说的话哪有真的。...,3
3312282300,小小的眼泪,DOUDOU,2025-11-23 17:31:55,40,34,3,3,0.85,0.075,0.075,加油，DOUDOU，非常，每个，福禄寿,4372,410.6,这首如此动人的歌，我们想努力在另一个语言里，把它变成另一种“眼泪”——静静地，落在这个世界。...,4372
3315220771,鸟之诗（交响乐）,张筱迪,2025-11-23 17:32:04,40,30,6,4,0.75,0.15,0.1,自由，战士，天空，耍酷，原曲,353,28.5,谢谢你们，我继续努力...,353
3315267578,没曾想 (我们还是一步步走到了今天),GoldenOcean,2025-11-23 17:32:14,32,12,7,13,0.375,0.2188,0.4062,希望，故事，分开，先生，小姐,158,13.8,必爆的好吧，一周后抖音看...,158
3315584749,晚风请你告诉她 (Live),周深,2025-11-23 17:32:22,40,28,6,6,0.7,0.15,0.15,好听，告诉，晚风，深深，周深,296,28.0,晚风告诉深深我很想他～[抱抱你]...,296
2708984802,Deadman,蔡徐坤,2025-11-23 17:32:36,76,40,12,24,0.5263,0.1579,0.3158,徐坤，音乐，发现，zako，国内,174324,12100.6,被内娱排挤到格莱美去了属于是...,174324
3317964425,光音,杜冥鸦,2025-11-23 17:32:45,27,23,2,2,0.8519,0.0741,0.0741,杜冥鸦，老师，献给，感谢，成为,38,2.3,你们怎么知道杜冥鸦给我们写歌唱歌了呀！...,38
3318030555,纹身(转过头后她就哭了),元/arou,2025-11-23 17:32:55,27,12,5,10,0.4444,0.1852,0.3704,好听，炸鸡，流泪，股东，这么,56,3.7,股东们在这里躺下...,56
2743846343,The King,Paper.MAN,2025-11-23 17:33:03,40,16,12,12,0.4,0.3,0.3,多多，最后，不是，就是，没有,8729,918.8,让你守个前院不是刮风就是下雨？...,8729
3315586032,造物(Live),周深,2025-11-23 17:33:12,40,31,6,3,0.775,0.15,0.075,周深，造物，感觉，深深，但是,334,43.0,有没有人感觉这首是小门铃的兄弟？[手动狗头]...,334
3317821067,过饱和夏天,扣子COOZI/Vansdaddy,2025-11-23 17:33:23,26,10,6,10,0.3846,0.2308,0.3846,vd，悄悄，提前，二两，偷偷,25,1.3,喝二两。...,25
2754256081,衫外山,陈抒妮,2025-11-23 17:33:33,27,17,6,4,0.6296,0.2222,0.1481,好听，自然，万物，就是，世界,65,4.6,“我希望把我一呼一吸之间的频率都揉进万物之间，我即是万物，万物即是我” 欢迎收听《衫外山》...,65
3319348213,弗雷德里克的协奏曲,第五人格/威尼克VeNyc,2025-11-23 17:33:44,35,25,3,7,0.7143,0.0857,0.2,蛐蛐，弗雷德里克，法语，变体，直接,222,25.0,蛐蛐宝宝你要去上学了，妈妈在你小书包里放了五把信号枪七把霰弹枪三个火箭筒六个激光炮，你幽灵帆哥哥还塞...,222
2758900848,confused future,ATOM,2025-11-23 17:33:55,39,25,7,7,0.641,0.1795,0.1795,未来，感觉，流泪，赛博，朋克,447,26.2,这是我在网易云的第一首歌，谢谢大家点赞关注...,447
3318054593,假寐十二年,王昭懿,2025-11-23 17:34:06,25,9,8,8,0.36,0.32,0.32,好听，亲吻，不火，这首，喜欢,6,1.9,这首不火我吃...,6
3317795931,Lights front,CranetheBlue/imdoinwhatiwanna,2025-11-23 17:34:14,26,7,2,17,0.2692,0.0769,0.6538,做到，一闪，wanna，我会，神临,21,1.1,我喝多了 我会做到的...,21
3317576800,万万年,海尾巴,2025-11-23 17:34:24,25,16,9,0,0.64,0.36,0.0,阿嬷，时候，好听，希望，像是,43,3.2,“子孙富贵万万年”是我们镇上宗族仪式落成之前说的一句话，寓意一个仪式圆满完成，也寄托了家族财丁兴旺、...,43
3318222946,几页诗,欧瑞SoulCore,2025-11-23 17:34:34,25,12,7,6,0.48,0.28,0.24,好听，前排，爆笑，新歌，心动,1,0.2,欧瑞能不能忙起来，好想听他的演出[哭哭]...,1
3315230069,still wanna get back 2 you,buckit 陈楒潼,2025-11-23 17:34:43,25,15,8,2,0.6,0.32,0.08,喜欢，红心，哭哭，尝试，舒服,28,2.3,怎么把我弄到西海岸来了...,28
3316863007,大金丹,送春归,2025-11-23 17:34:53,25,11,9,5,0.44,0.36,0.2,巡演，风格，一样，时候，举手,2,0.2,风格不一样了捏！🉑这种我也喜欢😻...,2
3318954847,我都忘了,828,2025-11-23 17:35:02,25,7,5,13,0.28,0.2,0.52,嗓音，顶级，eight，一定，好听,3,0.6,我都忘了...,3
3319293206,逞强,姚思睿,2025-11-23 17:35:12,25,17,5,3,0.68,0.2,0.12,旋律，歌词，情绪，呼呼，这种,2,0.3,太对味了啊啊啊！！那几个呼呼呼呼一瞬间感受到想要见到对方的期待和欣喜啊我滴妈，高级人士品鉴中！！...,2
3318981671,Missing u x3,宇宙草,2025-11-23 17:35:33,13,5,3,5,0.3846,0.2308,0.3846,好听，宇宙，居然，遇见，老朋友,3,1.2,宇宙草！...,3
3317726934,敢怒不敢言的蓝,薛如音,2025-11-23 17:35:53,19,9,3,7,0.4737,0.1579,0.3684,心动，好听，蓝心，支持，喜欢,3,0.8,狗子让我来喝一口[笑了]...,3
3319139284,月光啊 替我保密吧,方拾贰（方十二）/陈度,2025-11-23 17:36:14,23,14,6,3,0.6087,0.2609,0.1304,月光，声音，秘密，保密，只有,13,1.0,我把很多很多的只言片语捂在那个能看到满月的傍晚。 将晚不晚的时间，似亮非亮的天色… 我那点儿女情长随...,13
3317200259,The Verse,MC BeiJing,2025-11-23 17:36:35,7,3,2,2,0.4286,0.2857,0.2857,没有，wifi，外卖，都行，手动,29,4.4,没有wifi和外卖我都行[手动狗头]...,29
3315719139,Drift Away（悄悄溜走）,Me and My Sandcastle,2025-11-23 17:36:46,25,17,4,4,0.68,0.16,0.16,那种，感觉，不错，旋律，慵懒,0,0.0,愿你绽放如花，愿你常开不败...,0
3319399926,缝纫机,里里,2025-11-23 17:37:06,10,2,3,5,0.2,0.3,0.5,现在，循环，沙发，喜欢，前排,1,0.2,沙发🛋...,1
3316881512,Halo,鸡毛大乐队,2025-11-23 17:37:25,8,5,2,1,0.625,0.25,0.125,感觉，太美丽，祥和，复苏，前天,4,2.4,太美丽了祥和地复苏了...,4
3316547149,INTRO ME， NOW!,黄业圆,2025-11-23 17:37:42,0,0,0,0,0,0,0,无,0,0,无,0
3317987682,苦尽甘来,kyrieondabeat/熹/Die44,2025-11-23 17:37:59,0,0,0,0,0,0,0,无,0,0,无,0
3318011119,般若月,空想家乐队,2025-11-23 17:38:16,0,0,0,0,0,0,0,无,0,0,无,0
3317564329,城市负片,浪旅乐队,2025-11-23 17:38:33,0,0,0,0,0,0,0,无,0,0,无,0
3318334630,ENFJ's Hope,樊宇镈（Coulson Fan）,2025-11-23 17:38:50,1,1,0,0,1.0,0.0,0.0,暧昧，一部，喜欢，歌曲，最近,16,16.0,歌曲最近在做暧昧三部曲～已经到了第二部《占据（若即若离）》，前一部是《和解（把喜欢还给你）》，还差一...,16
3313891474,雨中都市,雷丘Rachael,2025-11-23 17:39:08,0,0,0,0,0,0,0,无,0,0,无,0
3316349412,瞎扯（Prod.CHAUNCEY）,薛日怪,2025-11-23 17:39:26,0,0,0,0,0,0,0,无,0,0,无,0
3318808546,黑鱼飞升,任安琪,2025-11-23 17:39:45,11,3,5,3,0.2727,0.4545,0.2727,好听，有人，莫名其妙，这种，天生,6,0.9,有人天生能往上升， 有人一生上不成。 黑鱼挣开水、撞破光。 那一刻，突然明白： 飞升的不是鱼，是命；...,6
2751490309,旷野,Paradoxxx,2025-11-23 17:39:54,27,14,8,5,0.5185,0.2963,0.1852,抖音，加油，门票，哭哭，感觉,15,1.2,抖音来的[超绝]...,15
3316537375,离姑,重阀,2025-11-23 17:40:04,25,18,3,4,0.72,0.12,0.16,打卡，好听，旋律，歌词，可爱,0,0.0,n' ji ji jia r lo...,0
3312219320,找明天,闫明琛,2025-11-23 17:40:21,0,0,0,0,0,0,0,无,0,0,无,0
3319009745,小雪,邹頔,2025-11-23 17:40:43,23,13,3,7,0.5652,0.1304,0.3043,嗑瓜子，闪烁，心里，太阳，心情,3,1.0,乐观积极必定风生水起，心里住着小太阳，日子才会清透明亮，心情有多美，生活就有多好，面对阳光，努力向上...,3
3319650928,欲望,浮石乐队,2025-11-23 17:41:00,0,0,0,0,0,0,0,无,0,0,无,0
3316540164,GLORY,8KARAT,2025-11-23 17:41:18,0,0,0,0,0,0,0,无,0,0,无,0
3316663679,ARGENTINA (阿根廷),Cella Veh,2025-11-23 17:41:35,0,0,0,0,0,0,0,无,0,0,无,0
3316927530,湖,吴迪Di,2025-11-23 17:41:53,0,0,0,0,0,0,0,无,0,0,无,0
3319051059,错怪,祺夜,2025-11-23 17:42:09,0,0,0,0,0,0,0,无,0,0,无,0
